reference_number,watch_url,type,brand,year_introduced,parent_model,specific_model,nickname,marketing_name,style,currency,price,image_url,made_in,case_shape,case_material,case_finish,caseback,diameter,between_lugs,lug_to_lug,case_thickness,bezel_material,bezel_color,crystal,water_resistance,weight,dial_color,numerals,bracelet_material,bracelet_color,clasp_type,movement,caliber,power_reserve,frequency,jewels,features,description,short_description
431.032,https://www.essential-watches.com/watch/A-Lange-and-Sohne-431032-1815-Rattrapante-Perpetual-Calendar-in-Rose-Gold-On-Brown-Alligator-Strap-with-Solid-Silver-Dial/57215,,A. Lange & Söhne,,1815,1815 Rattrapante Perpetual Calendar in Rose Gold 431.032,1815 Rattrapante Perpetual Calendar in Rose Gold On Brown Alligator Strap with Solid Silver Dial 431.032,,,USD,208600.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/57215_MAIN_1647.jpg,,,Rose Gold,,,41.9 mm,,,,,,,,,"Silver, White",,"Alligator, Leather",Brown,,Manual winding,,,,,,,
363.038,https://www.essential-watches.com/watch/A-Lange-and-Sohne-363038-Odysseus-40.5mm-in-White-Gold-on-Brown-Leather-Strap-with-Grey-Dial/99427,,A. Lange & Söhne,,Odysseus,Odysseus 40.5mm in White Gold 363.038,Odysseus 40.5mm in White Gold on Brown Leather Strap with Grey Dial 363.038,,,USD,48250.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/99427_alt_2299.jpg,,,White Gold,,,40.5 mm,,,,,,,,,Gray,,Leather,Brown,,Automatic,,,,,,,
101.047,https://www.essential-watches.com/watch/A-Lange-and-Sohne-101047-Lange-1-Leon-Martens-Maastricht-in-Rose-Gold-Limited-Edition-On-Black-Crocodile-Leather-Strap-with-Brown-Dial/86770,,A. Lange & Söhne,,Lange 1,Lange 1 Leon Martens Maastricht in Rose Gold - Limited Edition 101.047,Lange 1 Leon Martens Maastricht in Rose Gold - Limited Edition On Black Crocodile Leather Strap with Brown Dial 101.047,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/86770_alt_4900.jpg,,,Rose Gold,,,38.5 mm,,,,,,,,,Brown,,"Crocodile, Leather",Black,,,,,,,,,
130.025,https://www.essential-watches.com/watch/A-Lange-and-Sohne-130025-Lange-31-Mens-Manual-in-Platinum-On-Black-Crocodile-Strap-with-Silver-Dial/19372,,A. Lange & Söhne,,Lange 31,Lange 31 Mens Manual in Platinum 130.025,Lange 31 Mens Manual in Platinum On Black Crocodile Strap with Silver Dial 130.025,,,USD,174900.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/19372_MAIN_1926.jpg,,,Platinum,,,45.9 mm,,,,,,,,,Silver,,"Crocodile, Leather",Black,,Manual winding,,,,,,,
215.026,https://www.essential-watches.com/watch/A-Lange-and-Sohne-215026-Saxonia-Mens-Manual-in-White-Gold-On-Black-Crocodile-Strap-with-Silver-Dial/19376,,A. Lange & Söhne,,Saxonia,Saxonia Mens Manual in White Gold 215.026,Saxonia Mens Manual in White Gold On Black Crocodile Strap with Silver Dial 215.026,,,USD,15900.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/19376_MAIN_1738.jpg,,,White Gold,,,37 mm,,,,,,,,,Silver,,"Crocodile, Leather",Black,,Manual winding,,,,,,,
211.038,https://www.essential-watches.com/watch/A-Lange-and-Sohne-211038-Saxonia-Thin-Mens-40mm-Manual-in-Rose-Gold-On-Brown-Crocodile-Strap-with-White-Index-Dial/66906,,A. Lange & Söhne,,Saxonia,Saxonia Thin Mens 40mm Manual in Rose Gold 211.038,Saxonia Thin Mens 40mm Manual in Rose Gold On Brown Crocodile Strap with White Index Dial 211.038,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/66906_MAIN_1724.jpg,,,Rose Gold,,,40 mm,,,,,,,,,White,,"Crocodile, Leather",Brown,,Manual winding,,,,,,,
153.002,https://www.essential-watches.com/watch/A-Lange-and-Sohne-153002-Arcade-36mm-in-Yellow-Gold-on-Yellow-Gold-Bracelet-with-Silver-Dial/73718,,A. Lange & Söhne,,Cabaret,Arcade 36mm in Yellow Gold 153.002,Arcade 36mm in Yellow Gold on Yellow Gold Bracelet with Silver Dial 153.002,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/73718_MAIN_5673.jpg,,,Gold,,,22 x 36 mm,,,,,,,,,Silver,,Gold,Gold,,Automatic,,,,,,,
706.025,https://www.essential-watches.com/watch/A-Lange-and-Sohne-706025-Tourbograph-Pour-le-Merite-43mm-Mechanical-in-Platinum-on-Black-Crocodile-Leather-Strap-with-Silver-Arabic-Dial-Limited-to-50-Pieces/85310,,A. Lange & Söhne,,Turbograph,Tourbograph Pour le Merite 43mm Mechanical in Platinum 706.025,Tourbograph Pour le Merite 43mm Mechanical in Platinum on Black Crocodile Leather Strap with Silver Arabic Dial - Limited to 50 Pieces 706.025,,,USD,595000.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/85310_alt_5055.jpg,,,Platinum,,,43 mm,,,,,,,,,Silver,Arabic numerals,"Crocodile, Leather",Black,,,,,,,,,
238.026,https://www.essential-watches.com/watch/A-Lange-and-Sohne-238026-1815-Annual-Calendar-in-White-Gold-On-Black-Crocodile-Leather-Strap-with-Silver-Dial/86793,,A. Lange & Söhne,,1815,1815 Annual Calendar in White Gold 238.026,1815 Annual Calendar in White Gold On Black Crocodile Leather Strap with Silver Dial 238.026,,,USD,46400.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/86793_MAIN_4515.jpg,,,White Gold,,,40 mm,,,,,,,,,Silver,,"Crocodile, Leather",Black,,,,,,,,,
233.021,https://www.essential-watches.com/watch/A-Lange-and-Sohne-233021-1815-Small-Seconds-40mm-in-Yellow-Gold-On-Black-Crocodile-Leather-Strap-with-Silver-Arabic-Dial/32517,,A. Lange & Söhne,,1815,1815 Small Seconds 40mm in Yellow Gold 233.021,1815 Small Seconds 40mm in Yellow Gold On Black Crocodile Leather Strap with Silver Arabic Dial 233.021,,,USD,21600.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/32517_MAIN_5106.jpg,,,Gold,,,40 mm,,,,,,,,,Silver,Arabic numerals,"Crocodile, Leather",Black,,,,,,,,,
101.064,https://www.essential-watches.com/watch/A-Lange-and-Sohne-101064-Lange-1-Mens-Manual-in-Rose-Gold-on-Brown-Alligator-Leather-Strap-with-Silver-Dial/86764,,A. Lange & Söhne,,Lange 1,Lange 1 Mens Manual in Rose Gold 101.064,Lange 1 Mens Manual in Rose Gold on Brown Alligator Leather Strap with Silver Dial 101.064,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/86764_MAIN_1041.jpg,,,Rose Gold,,,38.5 mm,,,,,,,,,Silver,,"Alligator, Leather",Brown,,,,,,,,,
130.039,https://www.essential-watches.com/watch/A-Lange-and-Sohne-130039-Lange-31-in-Platinum-On-Brown-Crocodile-Leather-Strap-with-Grey-Dial/86700,,A. Lange & Söhne,,Lange 31,Lange 31 in Platinum 130.039,Lange 31 in Platinum On Brown Crocodile Leather Strap with Grey Dial 130.039,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/86700_alt_3503.jpg,,,Platinum,,,45.9 mm,,,,,,,,,Gray,,"Crocodile, Leather",Brown,,,,,,,,,
115.526,https://www.essential-watches.com/watch/A-Lange-and-Sohne-115526-Grand-Lange-1-in-Platinum-on-Black-Crocodile-Leather-Strap-with-Silver-Dial/43390,,A. Lange & Söhne,,Lange 1,Grand Lange 1 in Platinum 115.526,Grand Lange 1 in Platinum on Black Crocodile Leather Strap with Silver Dial 115.526,,,USD,114100.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/43390_MAIN_1367.jpg,,,Platinum,,,41.9 mm,,,,,,,,,Silver,,"Alligator, Leather",Black,,,,,,,,,
403.033,https://www.essential-watches.com/watch/A-Lange-and-Sohne-403033-Datograph-in-Rose-Gold-Extremely-Rare!-25-pcs-ONLY!!!-On-Black-Crocodile-Strap-Black-Dial-White-Subdials/1313,,A. Lange & Söhne,,Datograph,Datograph in Rose Gold - Extremely Rare! 25 pcs ONLY!!! 403.033,Datograph in Rose Gold - Extremely Rare! 25 pcs ONLY!!! On Black Crocodile Strap - Black Dial - White Subdials 403.033,,,USD,59800.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/1313_MAINNEW123e53432.jpg,,,Rose Gold,,,39 mm,,,,,,,,,Black,,,,,Manual winding,,,,,,,
151.025,https://www.essential-watches.com/watch/A-Lange-and-Sohne-151025-Lange-1-38.5mm-in-Platinum-On-Platinum-Bracelet-with-Silver-Dial/86735,,A. Lange & Söhne,,Lange 1,Lange 1 38.5mm in Platinum 151.025,Lange 1 38.5mm in Platinum On Platinum Bracelet with Silver Dial 151.025,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/86735_MAIN_2368.jpg,,,Platinum,,,38.5 mm,,,,,,,,,Silver,,Platinum,Platinum,,,,,,,,,
106.027,https://www.essential-watches.com/watch/A-Lange-and-Sohne-106027-Grand-Arkade-Mens-Manual-in-White-Gold-On-Black-Crocodile-Strap-with-Blue-Dial/30950,,A. Lange & Söhne,,Arkade,Grand Arkade Mens Manual in White Gold 106.027,Grand Arkade Mens Manual in White Gold On Black Crocodile Strap with Blue Dial 106.027,,,USD,15700.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/30950_MAIN_2437.jpg,,,White Gold,,,38 mm,,,,,,,,,Blue,,"Crocodile, Leather",Black,,Manual winding,,,,,,,
421.025,https://www.essential-watches.com/watch/A-Lange-and-Sohne-421025-1815-Rattrapante-Perpetual-Calendar-in-Platinum-On-Black-Crocodile-Leather-Strap-with-Solid-Silver-Argente-Dial/57213,,A. Lange & Söhne,,1815,1815 Rattrapante Perpetual Calendar in Platinum 421.025,1815 Rattrapante Perpetual Calendar in Platinum On Black Crocodile Leather Strap with Solid Silver Argente Dial 421.025,,,USD,216720.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/57213_MAIN_706.jpg,,,Platinum,,,42 mm,,,,,,,,,"Silver, White",,"Crocodile, Leather",Black,,,,,,,,,
221.021,https://www.essential-watches.com/watch/A-Lange-and-Sohne-221021-1815-Up-and-Down-Walter-Lange-36mm-in-Yellow-Gold-On-Brown-Crocodile-Leather-Strap-with-Silver-Arabic-Dial/19887,,A. Lange & Söhne,,1815,1815 Up and Down Walter Lange 36mm in Yellow Gold 221.021,1815 Up and Down Walter Lange 36mm in Yellow Gold On Brown Crocodile Leather Strap with Silver Arabic Dial 221.021,,,USD,22500.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/19887_MAIN_4731.jpg,,,Gold,,,36 mm,,,,,,,,,Silver,Arabic numerals,"Crocodile, Leather",Brown,,,,,,,,,
109.325,https://www.essential-watches.com/watch/A-Lange-and-Sohne-109325-Lange-1-Moonphase-in-Platinum-On-Platinum-Bracelet-with-Silver-Dial/33657,,A. Lange & Söhne,,Lange 1,Lange 1 Moonphase in Platinum 109.325,Lange 1 Moonphase in Platinum On Platinum Bracelet with Silver Dial 109.325,,,USD,85000.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/33657_alt_1242.jpg,,,Platinum,,,38.5 mm,,,,,,,,,Silver,,Platinum,Platinum,,,,,,,,,
216.033,https://www.essential-watches.com/watch/A-Lange-and-Sohne-216033-Saxonia-Boutique-Edition-37mm-in-White-Gold-on-Black-Alligator-Leather-Strap-with-Grey-Index-Dial/85308,,A. Lange & Söhne,,Saxonia,Saxonia Boutique Edition 37mm in White Gold 216.033,Saxonia Boutique Edition 37mm in White Gold on Black Alligator Leather Strap with Grey Index Dial 216.033,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/85308_alt_5205.jpg,,,White Gold,,,37 mm,,,,,,,,,Gray,,"Alligator, Leather",Black,,,,,,,,,
219.047,https://www.essential-watches.com/watch/A-Lange-and-Sohne-219047-Saxonia-35mm-in-White-Gold-on-White-Crocodile-Leather-Strap-with-White-MOP-Index-Dial/85305,,A. Lange & Söhne,,Saxonia,Saxonia 35mm in White Gold 219.047,Saxonia 35mm in White Gold on White Crocodile Leather Strap with White MOP Index Dial 219.047,,,USD,17400.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/85305_alt_81.jpg,,,White Gold,,,35 mm,,,,,,,,,"White, Mother of Pearl",,"Crocodile, Leather",White,,,,,,,,,
310.021,https://www.essential-watches.com/watch/A-Lange-and-Sohne-310021-Langematik-Perpetual-Mens-Automatic-in-Yellow-Gold-On-Brown-Crocodile-Strap-with-Champagne-Dial/14333,,A. Lange & Söhne,,Langematik,Langematik Perpetual Mens Automatic in Yellow Gold 310.021,Langematik Perpetual Mens Automatic in Yellow Gold On Brown Crocodile Strap with Champagne Dial 310.021,,,USD,77500.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/14333_MAIN_3252.jpg,,,Gold,,,38.5 mm,,,,,,,,,Champagne,,"Crocodile, Leather",Brown,,Automatic,,,,,,,
211.027,https://www.essential-watches.com/watch/A-Lange-and-Sohne-211027-Saxonia-Thin-40mm-in-White-Gold-on-Black-Leather-Strap-with-Silver-Dial/73708,,A. Lange & Söhne,,Saxonia,Saxonia Thin 40mm in White Gold 211.027,Saxonia Thin 40mm in White Gold on Black Leather Strap with Silver Dial 211.027,,,USD,24500.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/73708_MAIN_732.jpg,,,White Gold,,,40 mm,,,,,,,,,Silver,,Leather,Black,,Manual winding,,,,,,,
232.025,https://www.essential-watches.com/watch/A-Lange-and-Sohne-232025-Richard-Lange-40.5mm-in-Platinum-On-Black-Alligator-Leather-Strap-with-Silver-Roman-Dial/14346,,A. Lange & Söhne,,Richard Lange,Richard Lange 40.5mm in Platinum 232.025,Richard Lange 40.5mm in Platinum On Black Alligator Leather Strap with Silver Roman Dial 232.025,,,USD,37410.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/14346_MAIN_714.jpg,,,Platinum,,,40.5 mm,,,,,,,,,Silver,Roman numerals,"Alligator, Leather",Black,,,,,,,,,
310.221,https://www.essential-watches.com/watch/A-Lange-and-Sohne-310221-Langematik-Perpetual-Mens-Automatic-in-Yellow-Gold-On-Bracelet-with-Silver-Dial/14334,,A. Lange & Söhne,,Langematik,Langematik Perpetual Mens Automatic in Yellow Gold 310.221,Langematik Perpetual Mens Automatic in Yellow Gold On Bracelet with Silver Dial 310.221,,,USD,109000.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/14334_MAIN_1044.jpg,,,Gold,,,38.5 mm,,,,,,,,,Silver,,Gold,Gold,,Automatic,,,,,,,
116.325,https://www.essential-watches.com/watch/A-Lange-and-Sohne-116325-Lange-1-Time-Zone-41.9mm-in-Platinum-On-Platinum-Bracelet-with-Silver-Dial/34890,,A. Lange & Söhne,,Lange 1,Lange 1 Time Zone 41.9mm in Platinum 116.325,Lange 1 Time Zone 41.9mm in Platinum On Platinum Bracelet with Silver Dial 116.325,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/34890_MAIN_357.jpg,,,Platinum,,,41.9 mm,,,,,,,,,Silver,,Platinum,Platinum,,,,,,,,,
309.031,https://www.essential-watches.com/watch/A-Lange-and-Sohne-309031-Grand-Langematik-Automatic-in-Rose-Gold-On-Black-Crocodile-Leather-Strap-with-Black-Dial/1261,,A. Lange & Söhne,,Langematik,Grand Langematik Automatic in Rose Gold 309.031,Grand Langematik Automatic in Rose Gold On Black Crocodile Leather Strap with Black Dial 309.031,,,USD,24200.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/1261_MAIN_2037.jpg,,,Rose Gold,,,40 mm,,,,,,,,,Black,,"Crocodile, Leather",Black,,Automatic,,,,,,,
101.030,https://www.essential-watches.com/watch/A-Lange-and-Sohne-101030-Lange-1-38.5mm-in-White-Gold-on-Black-Crocodile-Leather-Strap-with-Grey-Dial/20806,,A. Lange & Söhne,,Lange 1,Lange 1 38.5mm in White Gold 101.030,Lange 1 38.5mm in White Gold on Black Crocodile Leather Strap with Grey Dial 101.030,,,USD,53406.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/20806_MAIN_3576.jpg,,,White Gold,,,38.5 mm,,,,,,,,,"Gray, Transparent",,"Crocodile, Leather",Black,,,,,,,,,
238.032,https://www.essential-watches.com/watch/A-Lange-and-Sohne-238032-1815-Annual-Calendar-in-Rose-Gold-On-Brown-Crocodile-Leather-Strap-with-Silver-Dial/86791,,A. Lange & Söhne,,1815,1815 Annual Calendar in Rose Gold 238.032,1815 Annual Calendar in Rose Gold On Brown Crocodile Leather Strap with Silver Dial 238.032,,,USD,53664.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/86791_MAIN_5398.jpg,,,Rose Gold,,,40 mm,,,,,,,,,Silver,,"Alligator, Leather",Brown,,,,,,,,,
111.032,https://www.essential-watches.com/watch/A-Lange-and-Sohne-111032-Little-Lange-1-in-Rose-Gold-on-Black-Alligator-Leather-Strap-with-Silver-Dial/86749,,A. Lange & Söhne,,Little Lange 1,Little Lange 1 in Rose Gold 111.032,Little Lange 1 in Rose Gold on Black Alligator Leather Strap with Silver Dial 111.032,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/86749_alt_5179.jpg,,,Rose Gold,,,36.10 mm,,,,,,,,,Silver,,"Alligator, Leather",Black,,,,,,,,,
812.029,https://www.essential-watches.com/watch/A-Lange-and-Sohne-812029-Grand-Arkade-Mens-Manual-in-White-Gold-with-Diamond-Bezel-On-Brown-Crocodile-Strap-with-Blue-Dial/30957,,A. Lange & Söhne,,Arkade,Grand Arkade Mens Manual in White Gold with Diamond Bezel 812.029,Grand Arkade Mens Manual in White Gold with Diamond Bezel On Brown Crocodile Strap with Blue Dial 812.029,,,USD,27600.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/30957_MAIN_1697.jpg,,,White Gold,,,38 mm,,,,"Diamond, Gemstones","Diamond, Gemstones",,,,Blue,,"Crocodile, Leather",Blue,,Manual winding,,,,,,,
813.038,https://www.essential-watches.com/watch/A-Lange-and-Sohne-813038-Little-Lange-1-Soiree-36mm-in-White-Gold-with-Diamond-Bezel-on-Brown-Stingray-Strap-with-Black-MOP-Dial/83623,,A. Lange & Söhne,,Little Lange 1,Little Lange 1 Soiree 36mm in White Gold with Diamond Bezel 813.038,Little Lange 1 Soiree 36mm in White Gold with Diamond Bezel on Brown Stingray Strap with Black MOP Dial 813.038,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/83623_alt_441.jpg,,,White Gold,,,36 mm,,,,"Diamond, Gemstones","Diamond, Gemstones",,,,"Black, Mother of Pearl",,"Stingray, Leather",Brown,,Manual winding,,,,,,,
147.025,https://www.essential-watches.com/watch/A-Lange-and-Sohne-147025-Zeitwerk-Minute-Repeater-in-Platinium-On-Black-AlligatorCrocodile-Strap-with-Silver-Dial/73707,,A. Lange & Söhne,,Zeitwerk,Zeitwerk Minute Repeater in Platinium 147.025,Zeitwerk Minute Repeater in Platinium On Black Alligator/Crocodile Strap with Silver Dial 147.025,,,USD,467700.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/73707_MAIN_2310.jpg,,,Platinum,,,44.2 mm,,,,,,,,,Silver,,"Crocodile, Leather",Black,,Automatic,,,,,,,
211.026,https://www.essential-watches.com/watch/A-Lange-and-Sohne-211026-Saxonia-Thin-in-White-Gold-on-Black-Alligator-Leather-Strap-with-Silver-Dial/55445,,A. Lange & Söhne,,Saxonia,Saxonia Thin in White Gold 211.026,Saxonia Thin in White Gold on Black Alligator Leather Strap with Silver Dial 211.026,,,USD,25700.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/55445_MAIN_3961.jpg,,,White Gold,,,40 x 5.9 mm,,,,,,,,,Silver,,"Crocodile, Leather",Black,,Manual winding,,,,,,,
882.025,https://www.essential-watches.com/watch/A-Lange-and-Sohne-882025-Tourbograph-For-Merit-Dubail-in-Platinum-Limited-Edition-on-Platinum-Diamond-Bracelet-with-Silver-Dial/86677,,A. Lange & Söhne,,Turbograph,Tourbograph For Merit Dubail in Platinum - Limited Edition 882.025,Tourbograph For Merit Dubail in Platinum - Limited Edition on Platinum Diamond Bracelet with Silver Dial 882.025,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/86677_alt_3931.jpg,,,Platinum,,,41.2 mm,,,,,,,,,Silver,,"Diamond, Platinum, Gemstones",,,,,,,,,,
215.032,https://www.essential-watches.com/watch/A-Lange-and-Sohne-215032-Saxonia-Mens-Manual-in-Rose-Gold-On-Brown-Crocodile-Strap-with-Silver-Dial/19377,,A. Lange & Söhne,,Saxonia,Saxonia Mens Manual in Rose Gold 215.032,Saxonia Mens Manual in Rose Gold On Brown Crocodile Strap with Silver Dial 215.032,,,USD,18600.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/19377_MAIN_2692.jpg,,,Rose Gold,,,37 mm,,,,,,,,,Silver,,"Crocodile, Leather",Brown,,Manual winding,,,,,,,
403.432,https://www.essential-watches.com/watch/A-Lange-and-Sohne-403432-Datograph-Mens-Mechanical-in-Rose-Gold-On-Rose-Gold-Bracelet-with-Silver-Dial-Gray-Subdials/21070,,A. Lange & Söhne,,Datograph,Datograph Mens Mechanical in Rose Gold 403.432,Datograph Mens Mechanical in Rose Gold On Rose Gold Bracelet with Silver Dial - Gray Subdials 403.432,,,USD,76000.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/21070_MAIN_3969.jpg,,,Rose Gold,,,39 mm,,,,,,,,,"Gray, Silver",,Rose Gold,Rose Gold,,,,,,,,,
116.332,https://www.essential-watches.com/watch/A-Lange-and-Sohne-116332-Lange-1-Time-Zone-in-Rose-Gold-on-Rose-Gold-Bracelet-with-Silver-Dial/34888,,A. Lange & Söhne,,Lange 1,Lange 1 Time Zone in Rose Gold 116.332,Lange 1 Time Zone in Rose Gold on Rose Gold Bracelet with Silver Dial 116.332,,,USD,61200.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/34888_MAIN_3563.jpg,,,Rose Gold,,,41.9 mm,,,,,,,,,Silver,,Rose Gold,Rose Gold,,,,,,,,,
117.028,https://www.essential-watches.com/watch/A-Lange-and-Sohne-117028-Grande-Lange-1-Manual-in-White-Gold-on-Black-Alligator-Leather-Strap-with-Black-Dial/54230,,A. Lange & Söhne,,Lange 1,Grande Lange 1 Manual in White Gold 117.028,Grande Lange 1 Manual in White Gold on Black Alligator Leather Strap with Black Dial 117.028,,,USD,42157.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/54230_MAIN_1006.jpg,,,White Gold,,,40.9 mm,,,,,,,,,Black,,"Alligator, Leather",Black,,,,,,,,,
221.025,https://www.essential-watches.com/watch/A-Lange-and-Sohne-221025-1815-Up-and-Down-Mens-Manual-in-Platinum-on-Black-Crocodile-Strap-with-Silver-Arabic-Dial/14330,,A. Lange & Söhne,,1815,1815 Up and Down Mens Manual in Platinum 221.025,1815 Up and Down Mens Manual in Platinum on Black Crocodile Strap with Silver Arabic Dial 221.025,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/14330_MAIN_5918.jpg,,,Platinum,,,35.9 mm,,,,,,,,,Silver,Arabic numerals,"Crocodile, Leather",Black,,Manual winding,,,,,,,
234.032,https://www.essential-watches.com/watch/A-Lange-and-Sohne-234032-1815-Up-and-Down-in-Rose-Gold-On-Brown-Alligator-Leather-Strap-with-Solid-Silver-Dial/54235,,A. Lange & Söhne,,1815,1815 Up and Down in Rose Gold 234.032,1815 Up and Down in Rose Gold On Brown Alligator Leather Strap with Solid Silver Dial 234.032,,,USD,29400.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/54235_MAIN_4954.jpg,,,Rose Gold,,,39 mm,,,,,,,,,"Silver, White",,"Alligator, Leather",Brown,,Manual winding,,,,,,,
414.031,https://www.essential-watches.com/watch/A-Lange-and-Sohne-414031-1815-Chronograph-in-Rose-Gold-on-Black-Alligator-Leather-Strap-with-Black-Dial/99433,,A. Lange & Söhne,,1815,1815 Chronograph in Rose Gold 414.031,1815 Chronograph in Rose Gold on Black Alligator Leather Strap with Black Dial 414.031,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/99433_MAIN_444.jpg,,,Rose Gold,,,39.5 mm,,,,,,,,,Black,,"Alligator, Leather",Black,,,,,,,,,
116.039,https://www.essential-watches.com/watch/A-Lange-and-Sohne-116039-Lange-1-Timezone-in-White-Gold-On-Black-Alligator-Leather-Strap-with-Silver-Dial/50250,,A. Lange & Söhne,,Lange 1,Lange 1 Timezone in White Gold 116.039,Lange 1 Timezone in White Gold On Black Alligator Leather Strap with Silver Dial 116.039,,,USD,41177.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/50250_MAIN_4793.jpg,,,White Gold,,,41.9 mm,,,,,,,,,Silver,,"Alligator, Leather",Black,,Manual winding,,,,,,,
