reference_number,watch_url,type,brand,year_introduced,parent_model,specific_model,nickname,marketing_name,style,currency,price,image_url,made_in,case_shape,case_material,case_finish,caseback,diameter,between_lugs,lug_to_lug,case_thickness,bezel_material,bezel_color,crystal,water_resistance,weight,dial_color,numerals,bracelet_material,bracelet_color,clasp_type,movement,caliber,power_reserve,frequency,jewels,features,description,short_description,hash_watch_url
153.022,https://www.essential-watches.com/watch/A-Lange-and-Sohne-153022-Arkade-Mechanical-in-Yellow-Gold-on-Yellow-Gold-Bracelet-with-Silver-Dial/14359,,A. Lange & Söhne,,Cabaret,Arkade Mechanical in Yellow Gold 153.022,Arkade Mechanical in Yellow Gold on Yellow Gold Bracelet with Silver Dial 153.022,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/14359_MAIN_3436.jpg,,,Gold,,,29 x 22,,,,,,,,,Silver,,Gold,Gold,,,,,,,,,,4ec0d2cd54e0e01fc5835d635ebe0ca7
107.035,https://www.essential-watches.com/watch/A-Lange-and-Sohne-107035-Cabaret-Mens-Mechanical-in-Platinum-On-Brown-Crocodile-Strap-with-Black-Dial/16362,,A. Lange & Söhne,,Cabaret,Cabaret Mens Mechanical in Platinum 107.035,Cabaret Mens Mechanical in Platinum On Brown Crocodile Strap with Black Dial 107.035,,,USD,30200.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/16362_MAIN_1531.jpg,,,Platinum,,,36.3 x 25.5 mm,,,,,,,,,Black,,"Crocodile, Leather",Brown,,,,,,,,,,ca6508a1a95deb9273317b10886eef3d
182.030,https://www.essential-watches.com/watch/A-Lange-and-Sohne-182030-Lange-1-Moonphase-36.1mm-in-Rose-Gold-On-White-Crocodile-Leather-Strap-with-Silver-Dial/86733,,A. Lange & Söhne,,Lange 1,Lange 1 Moonphase 36.1mm in Rose Gold 182.030,Lange 1 Moonphase 36.1mm in Rose Gold On White Crocodile Leather Strap with Silver Dial 182.030,,,USD,51150.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/86733_MAIN_5026.jpg,,,Rose Gold,,,36.8 mm,,,,,,,,,Silver,,"Crocodile, Leather",White,,,,,,,,,,7fbdbae0c8cbdb6539e60706cea40a8b
878.029,https://www.essential-watches.com/watch/A-Lange-and-Sohne-878029-Saxonia-Ladies-Automatic-in-White-Gold-with-Diamond-Bezel-On-White-Crocodile-Strap-with-Mother-of-Pearl-Dial/66919,,A. Lange & Söhne,,Saxonia,Saxonia Ladies Automatic in White Gold with Diamond Bezel 878.029,Saxonia Ladies Automatic in White Gold with Diamond Bezel On White Crocodile Strap with Mother of Pearl Dial 878.029,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/66919_MAIN_3453.jpg,,,White Gold,,,,,,,"Diamond, Gemstones","Diamond, Gemstones",,,,Mother of Pearl,,"Crocodile, Leather",White,,Automatic,,,,,,,,e0602701ef6d7e0fff2f81d9dd0f72f6
760.026,https://www.essential-watches.com/watch/A-Lange-and-Sohne-760026-Richard-Lange-Tourbillon-in-White-Gold-On-Black-Crocodile-Leather-Strap-with-Silver-Dial/86708,,A. Lange & Söhne,,Richard Lange,Richard Lange Tourbillon in White Gold 760.026,Richard Lange Tourbillon in White Gold On Black Crocodile Leather Strap with Silver Dial 760.026,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/86708_alt_5113.jpg,,,White Gold,,,41.9 mm,,,,,,,,,Silver,,"Crocodile, Leather",Black,,,,,,,,,,ffc3df0ca77aee2c1019c1f8759b4ad7
310.225,https://www.essential-watches.com/watch/A-Lange-and-Sohne-310225-Langematik-Perpetual-Mens-Automatic-in-Platinum-On-Platinum-Bracelet-with-Rhodium-Dial/14335,,A. Lange & Söhne,,Langematik,Langematik Perpetual Mens Automatic in Platinum 310.225,Langematik Perpetual Mens Automatic in Platinum On Platinum Bracelet with Rhodium Dial 310.225,,,USD,129800.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/14335_MAIN_5082.jpg,,,Platinum,,,38.5 mm,,,,,,,,,Rhodium,,Platinum,Platinum,,Automatic,,,,,,,,252f389909d9c6b37e623af4b079de6e
811.063,https://www.essential-watches.com/watch/A-Lange-and-Sohne-811063-Kleine-Lange-1-20th-Anniversary-in-White-Gold-with-Diamond-Bezel-on-Blue-Alligator-Leather-Strap-with-Blue-Dial/86722,,A. Lange & Söhne,,Little Lange 1,Kleine Lange 1 20th Anniversary in White Gold with Diamond Bezel 811.063,Kleine Lange 1 20th Anniversary in White Gold with Diamond Bezel on Blue Alligator Leather Strap with Blue Dial 811.063,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/86722_alt_24.jpg,,,Rose Gold,,,36.10 mm,,,,"Diamond, Gemstones","Diamond, Gemstones",,,,Blue,,"Alligator, Leather",Blue,,Manual winding,,,,,,,,77b1151998bb7b5a15a1e337a979c3bb
310.021E,https://www.essential-watches.com/watch/A-Lange-and-Sohne-310021E-Langematik-Perpetual-Calendar-Automatic-in-Yellow-Gold-On-Brown-Crocodile-Strap-with-Silver-White-Dial/98497,,A. Lange & Söhne,,Langematik,Langematik Perpetual Calendar Automatic in Yellow Gold 310.021E,Langematik Perpetual Calendar Automatic in Yellow Gold On Brown Crocodile Strap with Silver White Dial 310.021E,,,USD,77500.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/98497_MAIN_4256.jpg,,,Gold,,,38.5 mm,,,,,,,,,"Silver, White",,"Crocodile, Leather",Brown,,Automatic,,,,,,,,befa29a457483fa4990f1a305eea9887
309.027,https://www.essential-watches.com/watch/A-Lange-and-Sohne-309027-Langematik-Mens-37mm-Automatic-in-White-Gold-On-Black-Alligator-Strap-with-Black-Dial/66909,,A. Lange & Söhne,,Langematik,Langematik Mens 37mm Automatic in White Gold 309.027,Langematik Mens 37mm Automatic in White Gold On Black Alligator Strap with Black Dial 309.027,,,USD,22500.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/66909_MAIN_3844.jpg,,,White Gold,,,37 mm,,,,,,,,,Black,,"Crocodile, Leather",Black,,Automatic,,,,,,,,4fe173862742c52cd9eeb86206588cf5
115.029,https://www.essential-watches.com/watch/A-Lange-and-Sohne-115029-Grande-Lange-1-LUMINOUS-Mechanical-in-White-Gold-On-Black-Leather-Strap-with-Black-Dial/10429,,A. Lange & Söhne,,Lange 1,Grande Lange 1 LUMINOUS Mechanical in White Gold 115.029,Grande Lange 1 LUMINOUS Mechanical in White Gold On Black Leather Strap with Black Dial 115.029,,,USD,47400.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/10429_MAIN_2229.jpg,,,White Gold,,,41.9 mm,,,,,,,,,Black,,Leather,Black,,,,,,,,,,9f6e756021cdac3bb2e0bbd2c71655c7
115.026,https://www.essential-watches.com/watch/A-Lange-and-Sohne-115026-Grand-Lange-1-Mechanical-in-Platinum-On-Black-Crocodile-Leather-Strap-with-Silver-Dial/19371,,A. Lange & Söhne,,Lange 1,Grand Lange 1 Mechanical in Platinum 115.026,Grand Lange 1 Mechanical in Platinum On Black Crocodile Leather Strap with Silver Dial 115.026,,,USD,50900.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/19371_MAIN_2330.jpg,,,Platinum,,,41.9 mm,,,,,,,,,Silver,,"Crocodile, Leather",Black,,,,,,,,,,9ea5a17d9cd21ea066842038f69a5496
297.026,https://www.essential-watches.com/watch/A-Lange-and-Sohne-297026-1815-Homage-to-Walter-Lange-in-White-Gold-Limited-to-145-timepieces-on-Black-Crocodile-Leather-Strap-with-Silver-Dial/99431,,A. Lange & Söhne,,1815,1815 Homage to Walter Lange in White Gold - Limited to 145 timepieces 297.026,1815 Homage to Walter Lange in White Gold - Limited to 145 timepieces on Black Crocodile Leather Strap with Silver Dial 297.026,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/99431_MAIN_3160.jpg,,,White Gold,,,40.5 mm,,,,,,,,,Silver,,"Crocodile, Leather",Black,,,,,,,,,,153bf8ea32884999c43003a791bd45ad
206.027,https://www.essential-watches.com/watch/A-Lange-and-Sohne-206027-1815-Mechanical-in-White-Gold-on-Black-Crocodile-Leather-Strap-with-Black-Dial/43391,,A. Lange & Söhne,,1815,1815 Mechanical in White Gold 206.027,1815 Mechanical in White Gold on Black Crocodile Leather Strap with Black Dial 206.027,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/43391_MAIN_642.jpg,,,White Gold,,,36 mm,,,,,,,,,Black,,"Crocodile, Leather",Black,,,,,,,,,,bdae46b7844e041d4d5eb908ffdf506b
358.027,https://www.essential-watches.com/watch/A-Lange-and-Sohne-358027-Langematik-Outsize-Date-Automatic-in-White-Gold-On-White-Gold-Bracelet-with-Black-Dial/19373,,A. Lange & Söhne,,Langematik,Langematik Outsize Date Automatic in White Gold 358.027,Langematik Outsize Date Automatic in White Gold On White Gold Bracelet with Black Dial 358.027,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/19373_MAIN_3292.jpg,,,White Gold,,,37 mm,,,,,,,,,Black,,White Gold,White Gold,,Automatic,,,,,,,,4b4b456c30be28c0e6d1fb392cb6f14c
109.032,https://www.essential-watches.com/watch/A-Lange-and-Sohne-109032-Lange-1-Moonphase-in-Rose-Gold-On-Brown-Alligator-Leather-Strap-with-Silver-Dial/1246,,A. Lange & Söhne,,Lange 1,Lange 1 Moonphase in Rose Gold 109.032,Lange 1 Moonphase in Rose Gold On Brown Alligator Leather Strap with Silver Dial 109.032,,,USD,39113.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/1246_MAIN_1030.jpg,,,Rose Gold,,,38.5 mm,,,,,,,,,Silver,,"Alligator, Leather",Brown,,,,,,,,,,2fa1ce3121f83efd42f423b1ad548e40
722.050,https://www.essential-watches.com/watch/A-Lange-and-Sohne-722050-Lange-1-Tourbillon-in-in-Rose-Gold-On-Brown-Crocodile-Leather-Strap-with-Silver-Dial/34887,,A. Lange & Söhne,,Lange 1,Lange 1 Tourbillon in in Rose Gold 722.050,Lange 1 Tourbillon in in Rose Gold On Brown Crocodile Leather Strap with Silver Dial 722.050,,,USD,175000.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/34887_MAIN_5620.jpg,,,Rose Gold,,,38.5 mm,,,,,,,,,Silver,,"Crocodile, Leather",Brown,,,,,,,,,,b1f2964fba7f7cfadc7fc8754086a45f
103.035,https://www.essential-watches.com/watch/A-Lange-and-Sohne-103035-Arkade-Mens-Mens-Mechanical-in-Platinum-On-Black-Crocodile-Strap-with-Black-Dial/14414,,A. Lange & Söhne,,Arkade,Arkade Mens Mens Mechanical in Platinum 103.035,Arkade Mens Mens Mechanical in Platinum On Black Crocodile Strap with Black Dial 103.035,,,USD,26100.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/14414_MAIN_3288.jpg,,,Platinum,,,29.0 x 22.2 mm,,,,,,,,,Black,,"Crocodile, Leather",Black,,,,,,,,,,8eef12c23b52ab3aead72c0be643e635
801.039,https://www.essential-watches.com/watch/A-Lange-and-Sohne-801039-Arkade-Diamond-in-White-Gold-with-Diamond-Bezel-on-Blue-Crocodile-Leather-Strap-with-White-Gold-and-Diamond-Dial/14358,,A. Lange & Söhne,,Arkade,Arkade - Diamond in White Gold with Diamond Bezel 801.039,Arkade - Diamond in White Gold with Diamond Bezel on Blue Crocodile Leather Strap with White Gold and Diamond Dial 801.039,,,USD,50000.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/14358_MAIN_409.jpg,,,White Gold,,,29.0 x 22.2 mm,,,,"Diamond, Gemstones","Diamond, Gemstones",,,,"White, Diamond, Gemstones",,"Crocodile, Leather",Blue,,,,,,,,,,808569a049e97f96857574a2d6ff1fd4
842.032,https://www.essential-watches.com/watch/A-Lange-and-Sohne-842032-Saxonia-in-Rose-Gold-with-Diamond-Bezel-on-Brown-Alligator-Leather-Strap-with-Solid-Silver-Dial/54233,,A. Lange & Söhne,,Saxonia,Saxonia in Rose Gold with Diamond Bezel 842.032,Saxonia in Rose Gold with Diamond Bezel on Brown Alligator Leather Strap with Solid Silver Dial 842.032,,,USD,45900.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/54233_MAIN_3348.jpg,,,Rose Gold,,,38.5 mm,,,,"Diamond, Gemstones","Diamond, Gemstones",,,,"Silver, White",,"Alligator, Leather",Brown,,Automatic,,,,,,,,a92ca9b45750771e27ccb980ff1dd8c7
232.021,https://www.essential-watches.com/watch/A-Lange-and-Sohne-232021-Richard-Lange-Mens-Manual-in-Yellow-Gold-On-Brown-Alligator-Leather-Strap-with-Silver-Roman-Dial/20721,,A. Lange & Söhne,,Richard Lange,Richard Lange Mens Manual in Yellow Gold 232.021,Richard Lange Mens Manual in Yellow Gold On Brown Alligator Leather Strap with Silver Roman Dial 232.021,,,USD,32500.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/20721_MAIN_4883.jpg,,,Gold,,,40.5 mm,,,,,,,,,Silver,Roman numerals,"Alligator, Leather",Brown,,Manual winding,,,,,,,,de31b76d9e94719de0375ce8ed5ff1b7
182.086,https://www.essential-watches.com/watch/A-Lange-and-Sohne-182086-Lange-1-Moonphase-36.8-mm-in-White-Gold-on-Blue-Crocodile-Leather-Strap-with-Blue-Dial/99463,,A. Lange & Söhne,,Lange 1,Lange 1 Moonphase 36.8 mm in White Gold 182.086,Lange 1 Moonphase 36.8 mm in White Gold on Blue Crocodile Leather Strap with Blue Dial 182.086,,,USD,56667.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/99463_MAIN_747.jpg,,,White Gold,,,36.8 mm,,,,,,,,,Blue,,"Crocodile, Leather",Blue,,,,,,,,,,02af40493eeb9c41cbee5b4a35b76a18
405.035,https://www.essential-watches.com/watch/A-Lange-and-Sohne-405035-Datograph-Up-and-Down-in-Platinum-on-Black-Crocodile-Leather-Strap-with-Black-Dial/52737,,A. Lange & Söhne,,Datograph,Datograph Up and Down in Platinum 405.035,Datograph Up and Down in Platinum on Black Crocodile Leather Strap with Black Dial 405.035,,,USD,95873.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/52737_MAIN_547.jpg,,,Platinum,,,41 mm,,,,,,,,,"Black, Silver",,"Crocodile, Leather",Black,,,,,,,,,,adb7a027d869b411885dfc79417351a2
232.032,https://www.essential-watches.com/watch/A-Lange-and-Sohne-232032-Richard-Lange-in-Rose-Gold-On-Brown-Alligator-Strap-with-Silver-Roman-Dial/19886,,A. Lange & Söhne,,Richard Lange,Richard Lange in Rose Gold 232.032,Richard Lange in Rose Gold On Brown Alligator Strap with Silver Roman Dial 232.032,,,USD,29825.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/19886_MAIN_3242.jpg,,,Rose Gold,,,40.5 mm,,,,,,,,,Silver,Roman numerals,,,,,,,,,,,,e752e8892085c727603009e722b26bab
380.027,https://www.essential-watches.com/watch/A-Lange-and-Sohne-380027-Saxonia-Mens-38.5mm-Automatic-in-White-Gold-On-Black-Crocodile-Leather-Strap-with-Silver-Dial/66911,,A. Lange & Söhne,,Saxonia,Saxonia Mens 38.5mm Automatic in White Gold 380.027,Saxonia Mens 38.5mm Automatic in White Gold On Black Crocodile Leather Strap with Silver Dial 380.027,,,USD,26729.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/66911_MAIN_1404.jpg,,,White Gold,,,38.5 mm,,,,,,,,,Silver,,"Crocodile, Leather",Black,,Automatic,,,,,,,,d2bfe53cb389efbe30c07759bbf47f68
115.321,https://www.essential-watches.com/watch/A-Lange-and-Sohne-115321-Grande-Lange-1-in-Yellow-Gold-on-Yellow-Gold-Bracelet-with-Silver-Dial/14338,,A. Lange & Söhne,,Lange 1,Grande Lange 1 in Yellow Gold 115.321,Grande Lange 1 in Yellow Gold on Yellow Gold Bracelet with Silver Dial 115.321,,,USD,42700.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/14338_MAIN_2885.jpg,,,Gold,,,41.9 mm,,,,,,,,,Silver,,Gold,Gold,,,,,,,,,,03f892aedc2abedb08008c325940502e
307.033,https://www.essential-watches.com/watch/A-Lange-and-Sohne-307033-Saxonia-Grand-40mm-Automatic-in-Rose-Gold-on-Brown-Crocodile-Strap-with-Anthracite-Dial/17424,,A. Lange & Söhne,,Saxonia,Saxonia Grand 40mm Automatic in Rose Gold 307.033,Saxonia Grand 40mm Automatic in Rose Gold on Brown Crocodile Strap with Anthracite Dial 307.033,,,USD,22900.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/17424_MAIN_3040.jpg,,,Rose Gold,,,40 mm,,,,,,,,,Gray,,"Crocodile, Leather",Brown,,Automatic,,,,,,,,088abd4d51ebeb266380f3672da30048
403.035_deployment,https://www.essential-watches.com/watch/A-Lange-and-Sohne-403035_deployment-Datograph-in-Platinum-with-Deployment-Folding-Buckle-on-Strap-with-Black-Dial/68491,,A. Lange & Söhne,,Datograph,Datograph in Platinum with Deployment Folding Buckle 403.035_deployment,Datograph in Platinum with Deployment Folding Buckle on Strap with Black Dial 403.035_deployment,,,USD,82500.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/68491_MAIN_5697.jpg,,,Platinum,,,39 mm,,,,,,,,,Black,,,Black,Folding Clasp,Automatic,,,,,,,,797855a8f6c8cf317149a6a63aad8742
702.025,https://www.essential-watches.com/watch/A-Lange-and-Sohne-702025-Lange-Tourbograph-Pour-le-Merite-Mechanical-in-Platinum-Black-Crocodile-Strap-Silver-Dial-Limited-to-50-pcs/18676,,A. Lange & Söhne,,Turbograph,Lange Tourbograph Pour le Merite Mechanical in Platinum 702.025,Lange Tourbograph Pour le Merite Mechanical in Platinum Black Crocodile Strap - Silver Dial - Limited to 50 pcs 702.025,,,USD,600000.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/18676_MAIN_856.jpg,,,Platinum,,,41.2 mm,,,,,,,,,Silver,,"Crocodile, Leather",Black,,,,,,,,,,91b82da3064723aae602f54383ba50d0
140.021,https://www.essential-watches.com/watch/A-Lange-and-Sohne-140021-Zeitwerk-Double-Jumping-Hour-Mechanical-in-Yellow-Gold-On-Brown-Crocodile-Strap-with-Champagne-Dial/32521,,A. Lange & Söhne,,Zeitwerk,Zeitwerk Double Jumping Hour Mechanical in Yellow Gold 140.021,Zeitwerk Double Jumping Hour Mechanical in Yellow Gold On Brown Crocodile Strap with Champagne Dial 140.021,,,USD,60500.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/32521_MAIN_497.jpg,,,Gold,,,41.9 mm,,,,,,,,,Champagne,,"Crocodile, Leather",Brown,,,,,,,,,,076c7fc0ede78d5dff6ce5eaa1e2fe23
235.026,https://www.essential-watches.com/watch/A-Lange-and-Sohne-235026-1815-Small-Seconds-in-White-Gold-on-Black-Crocodile-Leather-Strap-with-Silver-Arabic-Dial/59197,,A. Lange & Söhne,,1815,1815 Small Seconds in White Gold 235.026,1815 Small Seconds in White Gold on Black Crocodile Leather Strap with Silver Arabic Dial 235.026,,,USD,26000.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/59197_MAIN_5855.jpg,,,White Gold,,,38.5 mm,,,,,,,,,Silver,Arabic numerals,"Crocodile, Leather",Black,,,,,,,,,,12fcd0a43653247ba2798a2fa255d581
720.032,https://www.essential-watches.com/watch/A-Lange-and-Sohne-720032-Lange-1-Tourbillon-Perpetual-in-Rose-Gold-On-Brown-Alligator-Leather-Strap-with-Silver-Dial/50252,,A. Lange & Söhne,,Lange 1,Lange 1 Tourbillon Perpetual in Rose Gold 720.032,Lange 1 Tourbillon Perpetual in Rose Gold On Brown Alligator Leather Strap with Silver Dial 720.032,,,USD,332500.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/50252_MAIN_5441.jpg,,,Rose Gold,,,41.9 mm,,,,,,,,,Silver,,"Alligator, Leather",Brown,,Automatic,,,,,,,,afa09e3a13cf9e5dead86713324b797b
835.021,https://www.essential-watches.com/watch/A-Lange-and-Sohne-835021-Little-Saxonia-Soiree-in-Yellow-Gold-with-Diamond-Bezel-On-White-Crocodile-Leather-Strap-with-White-Mother-of-Pearl-Dial/32690,,A. Lange & Söhne,,Saxonia,Little Saxonia Soiree in Yellow Gold with Diamond Bezel 835.021,Little Saxonia Soiree in Yellow Gold with Diamond Bezel On White Crocodile Leather Strap with White Mother of Pearl Dial 835.021,,,USD,32400.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/32690_MAIN_5081.jpg,,,Gold,,,34 mm,,,,"Diamond, Gemstones","Diamond, Gemstones",,,,"White, Mother of Pearl",,"Crocodile, Leather",White,,,,,,,,,,8ae1c77655ee202ebf0c1fde52d187ac
414.028,https://www.essential-watches.com/watch/A-Lange-and-Sohne-414028-1815-Chronograph-Pulsometer-in-White-Gold-on-Black-Alligator-Leather-Strap-with-Black-Dial/86780,,A. Lange & Söhne,,1815,1815 Chronograph Pulsometer in White Gold 414.028,1815 Chronograph Pulsometer in White Gold on Black Alligator Leather Strap with Black Dial 414.028,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/86780_MAIN_3804.jpg,,,White Gold,,,39.5 mm,,,,,,,,,Black,,"Alligator, Leather",Black,,,,,,,,,,a1a9322c9bfd85cbddf897a31b76e81e
111.046,https://www.essential-watches.com/watch/A-Lange-and-Sohne-111046-Lange-1-Floral-in-Rose-Gold-Limited-Edition-on-Brown-Alligator-Leather-Strap-with-Gold-Dial/86748,,A. Lange & Söhne,,Lange 1,Lange 1 Floral in Rose Gold - Limited Edition 111.046,Lange 1 Floral in Rose Gold - Limited Edition on Brown Alligator Leather Strap with Gold Dial 111.046,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/86748_alt_910.jpg,,,Rose Gold,,,36.10 mm,,,,,,,,,Gold,,"Alligator, Leather",Brown,,,,,,,,,,28ed11542581d755d515a1d988ba2d56
363.068,https://www.essential-watches.com/watch/A-Lange-and-Sohne-363068-Odysseus-40.9mm-in-White-Gold-on-Black-Rubber-Strap-with-Grey-Dial/99428,,A. Lange & Söhne,,Odysseus,Odysseus 40.9mm in White Gold 363.068,Odysseus 40.9mm in White Gold on Black Rubber Strap with Grey Dial 363.068,,,USD,,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/99428_MAIN_1398.jpg,,,White Gold,,,40.9 mm,,,,,,,,,Gray,,Rubber,Black,,Automatic,,,,,,,,9a744970db13a6a15c7545f568374ac7
180.032,https://www.essential-watches.com/watch/A-Lange-and-Sohne-180032-Richard-Lange-Perpetual-Calendar-Terraluna-in-Rose-Gold-on-Brown-Leather-Strap-with-Silver-Dial/59200,,A. Lange & Söhne,,Richard Lange,Richard Lange Perpetual Calendar Terraluna in Rose Gold 180.032,Richard Lange Perpetual Calendar Terraluna in Rose Gold on Brown Leather Strap with Silver Dial 180.032,,,USD,229200.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/59200_MAIN_4098.jpg,,,Rose Gold,,,45.5 mm,,,,,,,,,Silver,,"Crocodile, Leather",Brown,,,,,,,,,,22973146e1b22a6800bf1a146d52db6b
101.039,https://www.essential-watches.com/watch/A-Lange-and-Sohne-101039-Lange-1-38.5mm-in-White-Gold-on-Black-Crocodile-Leather-Strap-with-Silver-Dial/34919,,A. Lange & Söhne,,Lange 1,Lange 1 38.5mm in White Gold 101.039,Lange 1 38.5mm in White Gold on Black Crocodile Leather Strap with Silver Dial 101.039,,,USD,35900.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/34919_MAIN_4147.jpg,,,White Gold,,,38.5 mm,,,,,,,,,Silver,,"Crocodile, Leather",Black,,,,,,,,,,fd782046c8b7f9a324b7b2a69260f2b8
403.435,https://www.essential-watches.com/watch/A-Lange-and-Sohne-403435-A.-Lange-and-Sohne-Datograph-in-Platinum-on-White-Gold-Bracelet-with-Black-Dial/21071,,A. Lange & Söhne,,Datograph,A. Lange & Sohne Datograph in Platinum 403.435,A. Lange & Sohne Datograph in Platinum on White Gold Bracelet with Black Dial 403.435,,,USD,121800.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/21071_MAIN_1929.jpg,,,Platinum,,,39 mm,,,,,,,,,Black,,White Gold,White Gold,,Automatic,,,,,,,,24805b86f3fa1976c9005c9cabc19a29
835.029,https://www.essential-watches.com/watch/A-Lange-and-Sohne-835029-Little-Saxonia-Soiree-in-White-Gold-with-Diamond-Bezel-On-White-Crocodile-Leather-Strap-with-Mother-of-Pearl-Dial/34843,,A. Lange & Söhne,,Saxonia,Little Saxonia Soiree in White Gold with Diamond Bezel 835.029,Little Saxonia Soiree in White Gold with Diamond Bezel On White Crocodile Leather Strap with Mother of Pearl Dial 835.029,,,USD,32400.0,https://b0650f7f058d5f70d743-97d5bb3f4194bc3eff7a94253e4a4e28.ssl.cf1.rackcdn.com/34843_MAIN_1943.jpg,,,White Gold,,,34 mm,,,,"Diamond, Gemstones","Diamond, Gemstones",,,,Mother of Pearl,,"Crocodile, Leather",White,,,,,,,,,,241890221ae349ae0f128a8cab97c5a2
